39.083690,-84.508500
39.083680,-84.508510
39.083620,-84.508490
39.083090,-84.508350
39.082540,-84.508200
39.082480,-84.508180
39.082500,-84.508080
39.082610,-84.507370
39.082710,-84.506690
39.082730,-84.506590
39.082790,-84.506610
39.083830,-84.506870
39.083830,-84.506870
39.083870,-84.506880
39.083940,-84.506900
39.083920,-84.507010
39.083810,-84.507700
39.083700,-84.508400
39.083680,-84.508510
39.083620,-84.508490
39.083090,-84.508350
39.082540,-84.508200
39.082480,-84.508180
39.082410,-84.508170
39.082050,-84.508070
39.081500,-84.507930
39.081210,-84.507860
39.080900,-84.507780
39.080320,-84.507630
39.080240,-84.507610
39.079610,-84.507450
39.079210,-84.507340
39.079150,-84.507330
39.079050,-84.507300
39.078960,-84.507280
39.078810,-84.507240
39.078750,-84.507230
39.078550,-84.507170
39.078030,-84.507040
39.077970,-84.507020
39.077970,-84.507120
39.077950,-84.507240
39.077830,-84.507800
39.077700,-84.508540
39.077690,-84.508630
39.077670,-84.508730
39.077570,-84.509410
39.077280,-84.511280
39.077210,-84.511720
39.077200,-84.511810
39.077180,-84.511910
39.077060,-84.512690
39.076930,-84.513530
39.076910,-84.513630
39.076780,-84.513600
39.076700,-84.513580
39.076310,-84.513480
39.075710,-84.513310
39.075650,-84.513300
39.075470,-84.513260
39.075110,-84.513170
39.074520,-84.513010
39.073910,-84.512860
39.073360,-84.512710
39.073300,-84.512690
39.073250,-84.512680
39.072810,-84.512560
39.070960,-84.512100
39.070880,-84.512660
39.070820,-84.513050
39.070830,-84.513120
39.070840,-84.513600
39.070840,-84.514080
39.070840,-84.514360
39.070840,-84.514640
39.070770,-84.514790
39.070640,-84.515070
39.070520,-84.515310
39.070440,-84.515470
39.070340,-84.515650
39.070220,-84.515900
39.070220,-84.515900
39.070340,-84.515650
39.070440,-84.515470
39.070520,-84.515310
39.070640,-84.515070
39.070770,-84.514790
39.070840,-84.514630
39.070840,-84.514360
39.070840,-84.514080
39.070840,-84.513600
39.070830,-84.513120
39.070820,-84.513050
39.070880,-84.512660
39.070960,-84.512100
39.069800,-84.511800
39.068860,-84.511560
39.068610,-84.511500
39.068370,-84.511420
39.068310,-84.511410
39.068270,-84.511390
39.068170,-84.511330
39.067730,-84.511080
39.067190,-84.510760
39.066790,-84.510520
39.066650,-84.510430
39.066520,-84.510360
39.066460,-84.510320
39.066610,-84.509990
39.066760,-84.509660
39.066800,-84.509580
39.066830,-84.509500
39.067010,-84.509110
39.067120,-84.508830
39.067170,-84.508710
39.067220,-84.508590
39.067360,-84.508270
39.067480,-84.507960
39.067590,-84.507660
39.067690,-84.507290
